id,aligned,n_revisions,human_explanation,llm_explanation,human_n_explanation,llm_n_explanation,human_n_statements,llm_n_statements,human_statement_char_length,human_statement_token_length,llm_statement_char_length,llm_statement_token_length,human_explanation_char_length,human_explanation_token_length,llm_explanation_char_length,llm_explanation_token_length,human_explanation_avg_char_length,human_explanation_avg_token_length,llm_explanation_avg_char_length,llm_explanation_avg_token_length,source,errant_error_type
wiki_test_897,{and=>They} requested reviewers not to overlook this religious dimension of the film .,1,"- ""And"" replaced with ""They"" at the beginning of the sentence to turn a fragment into a complete sentence.","- The use of ""and"" at the beginning of a sentence is not appropriate; it is unclear who ""they"" refers to.",explanation_1,explanation_2,1,1,[104],[23],[103],[26],104,23,103,26,104.0,23.0,103.0,26.0,wiki,['R:OTHER']
fce_test_491,"{Besides all those=>Along with these} improvements and {confort=>comforts ,} I ca n't stop thinking where all {=>of} this will lead us .",3,"- The phrase ""besides all those"" is replaced with the phrase ""along with these"" to improve the fluency of the sentence.
- The word ""comfort"" is replaced with the plural form ""comforts"" because the plural demonstrative determiner ""these"" is used in the beginning.
- The preposition ""of"" is added because it is the correct collocation with ""all.""","- ""Besides all those"" was changed to ""Along with these"" to provide better fluency and clarity.
- ""Confort"" was corrected to ""comforts"" to match the correct spelling.
- ""All"" was changed to ""of"" to provide better fluency and accuracy in the sentence.",explanation_1,explanation_2,3,3,"[117, 140, 79]","[25, 28, 18]","[92, 68, 81]","[20, 15, 19]",336,71,241,54,112.0,23.666666666666668,80.33333333333333,18.0,fce,"['U:PREP', 'R:OTHER', 'M:PREP', 'R:DET', 'R:SPELL', 'M:PUNCT', 'M:PREP']"
wiki_dev_729,"In 1812 {=>,} the region was occupied by {theRussian=>the Russian} Empire , and besides the local {Population=>population} of Moldovans , many Ukrainians and Russians settled {here=>there} .",4,"- A comma was inserted after the introductory clause ""In 1812."" This is optional; an introductory clause requires a comma if it is four or more words.
- A space was inserted between 'the' and 'Russian.'
- ""Population"" was changed to lowercase letters because it is a common noun.","- A comma is needed after the year to separate it from the rest of the sentence.
- 'the' needed to be added to 'Russian Empire' to make it a proper noun.
- 'population' should not be capitalized and should be lowercase.
- 'here' should be changed to 'there' because the sentence is referring to the region and the people who settled there, not the speaker's current location.",explanation_1,explanation_2,3,4,"[148, 49, 74]","[31, 13, 15]","[78, 70, 63, 153]","[17, 19, 12, 32]",271,59,364,80,90.33333333333331,19.666666666666668,91.0,20.0,wiki,"['M:PUNCT', 'R:ORTH', 'R:ORTH', 'R:ADV']"
fce_test_374,"Almost everything is connected to {the=>} computers {. For example=>} , {=>including} education , researching {of=>} the {Universe=>universe ,} and {others=>other things} .",6,"- 'The' is deleted here because the context makes it unlikely that specific computers are being referred to.
- This stylistic edit combines the two sentences and removes an unnecessary 'for example.'
- To aid in combining the two sentences, 'including' is used to introduce the subsequent material.
- 'Of' is ungrammatical in this context, so it is deleted.
- This edit makes 'universe' lower case because it is a common noun.
- This stylistic edit adds a bit more substance than just saying 'others.'","- The article ""the"" is not necessary before ""computers.""
- The phrase ""For example"" is replaced with ""including"" to better connect the sentence.
- ""Of"" is removed before ""universe"" as it is unnecessary.
- ""Others"" is replaced with ""other things"" to be more specific.",explanation_1,explanation_2,6,4,"[106, 88, 96, 56, 66, 72]","[20, 16, 19, 14, 15, 15]","[54, 85, 55, 61]","[13, 18, 14, 15]",484,99,255,60,80.66666666666667,16.5,63.75,15.0,fce,"['U:DET', 'U:OTHER', 'M:VERB', 'U:PREP', 'R:ORTH', 'M:PUNCT', 'R:MORPH', 'M:NOUN']"
fce_dev_584,"One day {=>,} Ivan caught a fish .",1,"- A comma was added after ""day"" because commas are added after introductory phrases in English.","-  A comma is needed here to separate the introductory phrase ""One day"" from the main clause.",explanation_2,explanation_1,1,1,[93],[18],[91],[20],93,18,91,20,93.0,18.0,91.0,20.0,fce,['M:PUNCT']
fce_dev_301,I think that the car is one of the human inventions that has {the=>} most affected the way of life of people from industrial countries .,1,"- ""the"" is unnecessary and has been removed.","- The article 'the' is unnecessary here.
- The superlative 'most' should come before the verb 'affected' to better fit the intended meaning.",explanation_2,explanation_1,1,2,[42],[10],"[38, 97]","[9, 20]",42,10,135,29,42.0,10.0,67.5,14.5,fce,['U:DET']
wiki_dev_71,"The 11th edition was the first edition to be published substantially at one time , {in=>} instead of volume by volume .",1,"- The preposition was deleted because it was unnecessary with the phrase ""instead of.""",- The word 'in' was removed because it is unnecessary and disrupts the flow of the sentence.,explanation_1,explanation_2,1,1,[84],[16],[90],[19],84,16,90,19,84.0,16.0,90.0,19.0,wiki,['U:PREP']
fce_test_120,"It is a famous exhibition , {where are showed=>which shows the} latest fashions , leisure {and sports wear=>} , {make up=>sportswear , makeup ,} and hairstyles .",3,"- The phrase ""which shows the"" was used to convey that the exhibition is the subject of the sentence.
- The phrase ""and sports wear"" was deleted, changed to ""sportswear"" to be more direct, and was separated from the other items in the list by commas.
- The word ""makeup"" was corrected to be one word.","- ""Where are showed"" is changed to ""which shows"" to correct the grammar.
- The list of items is separated by commas and ""sportswear"" is added to match the context.
- ""Makeup"" is corrected for spelling.",explanation_1,explanation_2,3,3,"[99, 146, 47]","[21, 33, 12]","[70, 88, 35]","[17, 19, 8]",292,66,193,44,97.33333333333331,22.0,64.33333333333333,14.666666666666666,fce,"['R:OTHER', 'R:VERB:TENSE', 'M:DET', 'R:OTHER', 'R:ORTH', 'R:NOUN', 'R:OTHER']"
wiki_dev_828,"Ascanio Sforza and his faction were standoffish at first {,=>} but {vote=>voted} for {della=>Della} Rovere on the first scrutiny due to various promises of favors .",3,"- The comma before ""but"" was removed because it is not conjoining two independent clauses.
- ""vote"" was changed to ""voted"" because that is the past tense form of the word.
- ""della"" was capitalized because proper nouns are capitalized in English.","- The comma splice was corrected by removing the comma.
- The verb 'vote' was changed to the past tense 'voted' to match the past tense of the sentence.
- The capitalization of 'Della' was corrected to match the correct spelling of the name.",explanation_2,explanation_1,3,3,"[88, 78, 72]","[17, 20, 13]","[53, 94, 86]","[10, 23, 17]",238,50,233,50,79.33333333333333,16.666666666666668,77.66666666666667,16.666666666666668,wiki,"['U:PUNCT', 'R:VERB:TENSE', 'R:ORTH']"
wiki_dev_285,"He has been the leader of the Liberal National Party of Queensland since April 2011 {,=>} and was the 15th Lord Mayor of Brisbane from 2004 to 2011 .",1,"- The comma was removed because ""and"" is not conjoining two independent clauses.","- The comma before ""and"" is unnecessary as it is joining two independent clauses.",explanation_2,explanation_1,1,1,[78],[15],[79],[16],78,15,79,16,78.0,15.0,79.0,16.0,wiki,['U:PUNCT']
wiki_dev_720,"An inductor is very common in line-frequency ballasts to provide the proper starting and operating electrical condition to power a fluorescent lamp , neon lamp , or {high intensity=>high-intensity} discharge ( HID ) lamp .",1,"- ""High-intensity"" should be hyphenated because it used as an adjective for a following noun.",- 'High-intensity' should be hyphenated because it is a compound adjective modifying 'discharge lamp.',explanation_2,explanation_1,1,1,[91],[19],[100],[20],91,19,100,20,91.0,19.0,100.0,20.0,wiki,['R:OTHER']
fce_dev_630,So I must insist that I {want to=>} have a full refund .,1,"- In the sentence, ""want to"" has been deleted because the verb ""insist"" is used in the main clause. To insist on something is to demand something, and this meaning is contrary to the meaning of wanting or wishing to have something.","- ""want to"" is unnecessary and can be simplified to ""have.""",explanation_2,explanation_1,1,1,[229],[49],[57],[15],229,49,57,15,229.0,49.0,57.0,15.0,fce,['U:VERB']
fce_test_465,"I have sung in the church 's choir for three years , and I have had singing classes {at=>in} school since first grade .",1,- The preposition is changed to improve fluency.,"- ""In"" is the correct preposition to use with ""school"" when referring to classes taken there.
- The original sentence uses ""at school,"" which is not technically incorrect, but ""in school"" is a more natural and commonly used phrasing.",explanation_1,explanation_2,1,2,[46],[8],"[91, 137]","[20, 29]",46,8,228,49,46.0,8.0,114.0,24.5,fce,['R:PREP']
fce_test_438,"Styles mix , {colours=>and colors} and shapes come back from the past {,=>;} only the fabrics are different .",2,"- The british spelling ""colours"" was changed to the standard American English form, ""colors.""
- The conjunction ""and"" was added after the comma to link the first independent clause to the second.
- A comma was changed to a semicolon before the final independent clause to avoid a run-on sentence. A semicolon connects two related ideas which are not joined by a conjunction.","- The spelling of 'colors' was changed to adhere to American English spelling rules.
- A semi-colon was added to separate two independent clauses.
- The phrase 'colours and shapes come back from the past' was not a complete sentence, so it was combined with the previous clause using a semi-colon.",explanation_1,explanation_2,3,3,"[91, 99, 176]","[19, 20, 34]","[82, 59, 148]","[16, 12, 32]",366,73,289,60,122.0,24.33333333333333,96.33333333333331,20.0,fce,"['M:CONJ', 'R:NOUN', 'R:PUNCT']"
wiki_test_36,Today young people are more {conscience=>conscious} than ever when it comes to the negative effects of tobacco advertising .,1,"- ""Conscious"" replaces ""conscience."" ""Conscious"" is a better word choice than ""conscience"" because it more accurately fits the intended meaning of ""aware.""","- ""conscience"" was a spelling error that was corrected with ""conscious.""
- The revision improves the fluency and readability of the sentence.",explanation_1,explanation_2,1,2,[153],[33],"[70, 66]","[15, 11]",153,33,136,26,153.0,33.0,68.0,13.0,wiki,['R:MORPH']
wiki_dev_608,"In dense {trafic=>traffic} areas , some operators install home signals in the middle of a platform track to divide the block section .",1,"- A spelling error was corrected. The correct spelling is ""traffic.""","- The misspelling ""trafic"" was corrected to ""traffic.""",explanation_1,explanation_2,1,1,[66],[14],[52],[12],66,14,52,12,66.0,14.0,52.0,12.0,wiki,['R:SPELL']
fce_dev_241,""" Unfortunately , Pat was n't very good at keeping secrets {.=>,} "" I was reading when I suddenly {hard=>heard} a big bang .",2,"- Incorrect edit.
- The correct spelling is ""heard."" ""Hard"" is an adjective meaning the opposite of soft.","- A comma was added after ""secrets"" to separate the dialogue tag from the rest of the sentence.
- ""Hard"" is a misspelling of ""heard,"" which was corrected for accuracy.",explanation_1,explanation_2,2,2,"[15, 85]","[3, 20]","[93, 69]","[20, 17]",100,23,162,37,50.0,11.5,81.0,18.5,fce,"['R:PUNCT', 'R:SPELL']"
fce_dev_719,Another significant technological {developement=>development} is the creation of electrical appliances .,1,"- ""Development"" is the correct spelling of ""developement.""","- ""Developement"" was corrected to the correct spelling, ""development.""",explanation_2,explanation_1,1,1,[56],[12],[68],[14],56,12,68,14,56.0,12.0,68.0,14.0,fce,['R:SPELL']
fce_dev_656,Science and technology characterize our {moder=>modern} society .,1,"- ""moder"" is a misspelling of ""modern.""","- ""Moder"" was corrected to ""modern"" to fix a spelling error.",explanation_2,explanation_1,1,1,[37],[11],[58],[15],37,11,58,15,37.0,11.0,58.0,15.0,fce,['R:SPELL']
wiki_dev_10,"In the UK , bivy shelters have become very popular {amongst=>among} coarse {fishing=>} and large carp {fisherman=>fishermen} , who , in pursuit of their quarry , fish throughout the night .",3,"- ""among"" is the American English version.
- ""fisherman"" was changed to ""fishermen"" because it needs to be plural.","- ""Amongst"" was changed to ""among"" to reflect standard American English usage.
- ""Fishing"" was removed as it is redundant with ""fishermen.""
- ""Fisherman"" was changed to ""fishermen"" to reflect plural subject agreement with ""who.""",explanation_2,explanation_1,2,3,"[40, 69]","[9, 16]","[76, 58, 86]","[16, 14, 19]",109,25,220,49,54.5,12.5,73.33333333333333,16.333333333333332,wiki,"['R:PREP', 'U:NOUN', 'R:NOUN:NUM']"
fce_test_829,"It {seem=>seems to} be incredible , but {it 's commun=>these are common} habits for us {..=>.}",3,"- ""Seem"" changed to ""seems"" to match singular subject ""it.""
- ""to"" is needed between ""seems"" and a verb like ""be.""
- ""these are"" rather than ""it's"" is needed to match the plural ""habits.""
- Spelling of ""common"" corrected.
- Unnecessary extra period removed.","- The verb ""seem"" needs to be corrected to agree with the third person singular subject ""It.""
- The phrase ""it's commun"" is corrected to ""these are common"" to make the sentence clearer and more grammatically correct.
- The ellipsis at the end of the sentence is replaced with a period to make it a complete sentence.",explanation_1,explanation_2,5,3,"[57, 52, 70, 31, 33]","[16, 17, 20, 7, 5]","[91, 120, 97]","[21, 25, 20]",243,65,308,66,48.6,13.0,102.66666666666669,22.0,fce,"['R:VERB', 'R:PRON', 'R:CONTR', 'R:SPELL', 'R:PUNCT']"
wiki_dev_865,In 2005 {Corny n=>Cornyn} 's name was floated among possibilities to replace Supreme Court justices Sandra Day O'Connor or William Rehnquist .,1,"- The space was removed from the name ""Corny n"" as it is likely a mistake.","- The spelling of ""Corny n"" was corrected to ""Cornyn"" to reflect the correct spelling of the person's name.",explanation_1,explanation_2,1,1,[72],[18],[105],[24],72,18,105,24,72.0,18.0,105.0,24.0,wiki,['R:ORTH']
wiki_dev_561,This release drops support for Windows 2000 and was {=>to} be compatible with Windows Vista upon its release with an update .,1,"- ""To"" was added before ""be"" as the infinitive is required to express a planned action.",- The verb 'was' needs an infinitive complement 'to be' to express the intended meaning.,explanation_1,explanation_2,1,1,[85],[20],[86],[19],85,20,86,19,85.0,20.0,86.0,19.0,wiki,['M:VERB:FORM']
wiki_test_755,"{One=>On} October 31st {=>,} 2007 , Iron Maiden announced that they had {commisioned=>commissioned} an Astraeus 757 as transport for their {'=>""} Somewhere Back in Time {'=>""} tour in 2008 .",5,"- 'One' was changed to 'on.' The following date requires a preposition preceding it.
- A comma was added before '2007.' When written in month-day-year form, it is necessary for a comma to be inserted before the year.
- 'Commisioned' is an incorrect spelling is 'commissioned.'
- Double quotation marks replaced the single quotation marks around the title of the tour. Titles generally require double quotation marks.","- ""One"" was changed to ""On"" to reflect the correct preposition for dates.
- A comma was added to separate the date from the year.
- ""Commisioned"" was corrected to ""commissioned"" as it was misspelled.
- Double quotation marks were added for consistency and clarity.",explanation_2,explanation_1,4,4,"[82, 129, 57, 137]","[19, 32, 12, 22]","[71, 53, 67, 62]","[17, 12, 14, 10]",405,85,253,53,101.25,21.25,63.25,13.25,wiki,"['R:SPELL', 'M:PUNCT', 'R:SPELL', 'R:PUNCT', 'R:PUNCT']"
wiki_test_33,"The Titans football team won the Class 6A Region 7 title in 2007 {=>,} as well as the girls basketball team finishing as {tne=>the} 2007 Class 6A State Runner-up .",2,"- A comma was added after the year 2007.
- The word ""the"" was corrected for spelling.","- A comma was added after ""2007"" to separate the two clauses.
- ""tne"" was corrected to ""the"" for proper article usage.",explanation_2,explanation_1,2,2,"[38, 42]","[9, 10]","[59, 54]","[14, 14]",80,19,113,28,40.0,9.5,56.5,14.0,wiki,"['M:PUNCT', 'R:SPELL']"
fce_dev_374,I {wase=>was} n't expecting this prize because {=>it} was {to=>too} good to be true .,3,"- The misspelling ""wase"" was corrected to ""was.Q
- ""It"" was added as the second clause needs a subject.
- ""To"" was changed to ""too"" as ""too"" means ""to a higher degree than desirable.""","- ""Wase"" was corrected to ""was"" as it was a spelling error.
- ""It"" was inserted to clarify the subject of the sentence.
- ""To"" was changed to ""too"" to correctly convey the meaning of ""excessively.""",explanation_2,explanation_1,3,3,"[46, 52, 77]","[12, 13, 23]","[57, 57, 75]","[16, 13, 19]",175,48,189,48,58.333333333333336,16.0,63.0,16.0,fce,"['R:SPELL', 'M:PRON', 'R:SPELL']"
wiki_dev_725,He also confirmed {=>that} there is a set release date in the {Fourth=>fourth} quarter of this year .,2,"- An optional ""that"" was inserted
- ""Fourth"" was written in lowercase letters.","- The word ""that"" is needed to introduce the following clause.
- ""Fourth"" should be changed to ""fourth"" as it is not a proper noun.",explanation_2,explanation_1,2,2,"[31, 42]","[7, 9]","[60, 66]","[13, 18]",73,16,126,31,36.5,8.0,63.0,15.5,wiki,"['M:PREP', 'R:ORTH']"
wiki_dev_910,"Other churches , however , accused Falun Gong of being a New Age-like occult , as well {of=>as} misrepresenting the teachings of Christianity .",1,"- ""As well as"" functions as a conjunction, and the full  phrase is needed here to support ""misrepresenting the teachings of Christianity.""","- ""Of"" is replaced with ""as"" because ""as well as"" is the correct idiom in English.
- ""Of"" is replaced with ""as"" because ""as well as"" is the correct idiom in English.",explanation_1,explanation_2,1,2,[136],[28],"[80, 80]","[22, 22]",136,28,160,44,136.0,28.0,80.0,22.0,wiki,['R:PREP']
fce_dev_712,And I would like to choose {=>for} my activities {Golf=>golf} and painting .,2,"- A preposition like ""for"" is needed before ""my activities"" because things are listed after it.
- Unnecessary capitalization of ""golf"" removed.","- 'For' is necessary here to indicate that the speaker is choosing from a set of activities.
- 'Golf' should begin with a lowercase letter as it is not a proper noun.",explanation_1,explanation_2,2,2,"[93, 45]","[20, 8]","[90, 71]","[19, 17]",138,28,161,36,69.0,14.0,80.5,18.0,fce,"['M:PREP', 'R:ORTH']"
fce_dev_720,Going {for=>} shopping is a good thing when you do n't know what to do but it {=>also} has {also=>} many {disavantages=>disadvantages} .,4,"- 'For' here is removed because it is ungrammatical and unnatural in this context.
- These edits move the adverb 'also' to its more natural location before the verb.
- This edit corrects the spelling of 'disadvantages.'","- 'For' is unnecessary and awkward in this context.
- 'Also' is moved to its correct position in the sentence.
- 'Disadvantages' is the correct spelling of this word.",explanation_2,explanation_1,3,3,"[80, 80, 51]","[16, 17, 10]","[49, 56, 53]","[11, 13, 11]",211,43,158,35,70.33333333333333,14.333333333333334,52.66666666666666,11.666666666666666,fce,"['U:PREP', 'R:WO', 'R:SPELL']"
wiki_test_43,"In the terms of the truce , Lithuania had to {surrennder=>surrender} about a third of its territory to the nascent expansionist Russian state .",1,"- The misspelling ""surrennder"" was corrected to ""surrender.""","- The revision corrects the spelling error in 'surrender.'
- The change improves the fluency of the sentence.",explanation_1,explanation_2,1,2,[58],[12],"[56, 48]","[11, 9]",58,12,104,20,58.0,12.0,52.0,10.0,wiki,['R:SPELL']
fce_dev_461,"You do not have to wear any special kind of clothes {=>,} but in my opinion {=>,} you can wear {=>something} very {cassual=>casual} .",4,"- A comma was added before the conjunction ""but"" to link two independent clauses together.
- A comma was inserted after the introductory phrase to the second independent clause.
- The word ""something"" was added to fill in the unstated subject of the final independent clause.
- The word ""casual"" was corrected for spelling.","- A comma is inserted before the coordinating conjunction ""but"" to separate two independent clauses.
- An additional comma is inserted after ""in my opinion"" to set off a parenthetical element.
- ""Something casual"" is more natural and fluent than ""very casual.""",explanation_1,explanation_2,4,3,"[88, 84, 95, 45]","[17, 14, 19, 10]","[98, 89, 65]","[17, 18, 15]",312,60,252,50,78.0,15.0,84.0,16.666666666666668,fce,"['M:PUNCT', 'M:PUNCT', 'M:NOUN', 'R:SPELL']"
fce_test_521,I am looking forward to your reply {letter=>} .,1,"- This edit removed the word ""letter"" in order to improve the overall fluency of the sentence.","- The word ""letter"" is redundant as ""reply"" already implies a written response.",explanation_1,explanation_2,1,1,[92],[19],[77],[17],92,19,77,17,92.0,19.0,77.0,17.0,fce,['U:NOUN']
fce_test_407,"At the ticket office {=>,} I also asked for a discount but they told me {this=>that} was n't possible , {instead=>though} your advertisement said clearly there were discounts available !",3,"- A comma is typically placed after phrases specifying a time or place when they come at the beginning of a sentence.
- ""instead"" changed to ""though"" for fluency.","- A comma was added after ""ticket office"" to separate the introductory phrase from the main clause.
- ""This"" was changed to ""that"" to refer to the idea of a discount not being possible.
- ""Instead"" was changed to ""though"" to show a contrast between what the ticket office said and what the advertisement said.",explanation_2,explanation_1,2,3,"[115, 42]","[22, 11]","[97, 83, 121]","[19, 21, 25]",157,33,301,65,78.5,16.5,100.33333333333331,21.666666666666668,fce,"['M:PUNCT', 'R:DET', 'R:PREP']"
fce_test_335,"It 's a great opportunity because in our fast developing world we have to look fashionable {=>,} and this kind of show happens quite {rare=>rarely} .",2,"- Commas are usually needed between two sentence joined with words like ""and"" and ""or.""
- When coming after words like ""quite,"" the adverb form ""rarely"" is required.","- A comma is added to join two independent clauses.
- ""Rare"" is replaced with ""rarely"" to make the adverb agree with the verb ""happens.""",explanation_1,explanation_2,2,2,"[85, 75]","[19, 18]","[49, 82]","[10, 21]",160,37,131,31,80.0,18.5,65.5,15.5,fce,"['M:PUNCT', 'R:MORPH']"
wiki_dev_290,"If there is a {god=>God} and {he=>He} 's intelligent , then I would guess {he=>He} has a sense of humor .",3,"- The name ""God"" was capitalized because it is a proper noun.
- The pronoun ""He"" was capitalized in two places. This convention is used to show respect when referring to the God of the Abrahamic religions.","- ""god"" was capitalized to refer to the deity in monotheistic religions.
- ""he"" was capitalized to refer to the monotheistic God.",explanation_1,explanation_2,2,2,"[59, 141]","[14, 28]","[70, 54]","[14, 12]",200,42,124,26,100.0,21.0,62.0,13.0,wiki,"['R:ORTH', 'R:ORTH', 'R:ORTH']"
wiki_dev_597,The concept of frequency hopping {walllls=>was} first alluded to in {the=>} 1903 and filed by Nikola Tesla in July 1900 .,2,"- ""walllls"" is a misspelling of ""was.""
- ""the"" was removed since it preceded a year, which does not require an article before it.","- The word ""was"" was added to make the sentence grammatically correct.
- The unnecessary article ""the"" was removed for clarity and conciseness.",explanation_2,explanation_1,2,2,"[36, 88]","[11, 20]","[68, 70]","[14, 13]",124,31,138,27,62.0,15.5,69.0,13.5,wiki,"['R:VERB', 'U:DET']"
fce_dev_295,"But from the other , everybody has the right to have a secret garden {,=>;} the right to be with his / her family without {be=>being} disturbed by journalists and photographers .",2,"- Comma replaced with semicolon to separate larger portions of a sentence
- 'be' changed to 'being' to use correct form after a prepositions","- A semicolon was added to separate two related independent clauses.
- 'Being' was added to correct the verb tense.",explanation_1,explanation_2,2,2,"[71, 64]","[11, 15]","[66, 44]","[11, 11]",135,26,110,22,67.5,13.0,55.0,11.0,fce,"['R:PUNCT', 'R:VERB:FORM']"
wiki_dev_336,{Kiekegaard=>Kierkegaard} was a critic of the liberal Protestant effort to {rationalise=>rationalize} Christianity .,2,"- The author's name is spelled ""Kierkegaard.""
- The spelling is changed to reflect the conventions of American English.","- The spelling of Kierkegaard's name was corrected.
- The spelling of ""rationalize"" was changed to the American English spelling.",explanation_1,explanation_2,2,2,"[43, 71]","[10, 12]","[49, 75]","[9, 14]",114,22,124,23,57.0,11.0,62.0,11.5,wiki,"['R:SPELL', 'R:MORPH']"
fce_test_75,There are many historical buildings {remain=>} .,1,"- The verb ""remain"" is deleted because the sentence already has the auxiliary verb ""are."" However, if ""remain"" refers to the noun ""remains,"" as in ""remains of historical buildings,"" then this revision is incorrect.","- ""Remain"" was removed because it is not necessary for the sentence to be grammatical or make sense.",explanation_1,explanation_2,1,1,[212],[48],[98],[20],212,48,98,20,212.0,48.0,98.0,20.0,fce,['U:VERB']
wiki_test_219,"She was {=>,} however {=>,} not delivered , but {insted=>instead} bought by DFDS on July 19 , 2002 , and was sailed under a Danish flag as the "" Dana {Gloria=>Gloria.} "" {.=>}",5,"- Commas were added to before and after ""however"" because the adverd occurs in the middle of the sentence.
- The possible mispelling ""insted"" was corrected to ""instead.""
- The period was moved inside the quotes as commas and periods go before closing quotation marks in American English.","- A comma was added after ""was"" to separate the introductory phrase.
- ""Insted"" was corrected to ""instead"" for spelling accuracy.
- A period was added after ""Gloria"" to end the sentence properly.
- ""But"" and ""instead"" were used to provide contrast between the expected and actual outcomes.",explanation_1,explanation_2,3,4,"[104, 60, 115]","[21, 13, 20]","[66, 58, 63, 91]","[14, 13, 14, 19]",279,54,278,60,93.0,18.0,69.5,15.0,wiki,"['M:PUNCT', 'M:PUNCT', 'R:SPELL', 'R:NOUN', 'U:PUNCT']"
fce_dev_778,"I remember when I had {the fare=>my first} lesson in the {Univerty=>University} and the {ticher=>teacher} took {as=>us} to the Computer Center {an=>and} I {sow=>saw} these {machins all=>machines . All of} my {College an my=>classmates and I} were {lofing=>laughing , as it} was very {dificul Imagent=>difficult to imagine} how {you Can=>one could} work {in=>on} these {Kan=>kinds} of {Computer=>computers} .",14,"- Gibberish words were replaced with correct words to make the sentence comprehensible. The phrase ""the fare"" was replaced with ""my first.""  The word ""ticher"" was replaced with ""teacher.""  The word ""as"" was replaced with ""us.""  The word ""an"" was replaced with ""and."" The word ""sow"" was replaced with ""saw."" The words ""machins all"" were replaced with ""machines."" The words ""my College an my"" were replaced with ""All of my classmates and I."" The word ""lofing"" was replaced with ""laughing."" The words ""was very dificul Imagent"" was replaced with ""as it was very difficult to imagine."" The words ""how you Can work"" was replaced with ""how one could work.""  The word ""Kan"" was replaced with ""kinds.""
- The word ""university"" and ""computers"" were changed to lowercase because common nouns are not capitalized in English.
- The preposition ""in"" was replaced with ""on"" because the phrasal verb ""work on"" refers to repairing something.
- The singular noun ""computer"" was replaced with the plural form because the sentence is referring to ""all kinds of  computers.""","-  ""the fare lesson"" was corrected to ""my first lesson"" to provide clarity.
-  ""Univerty"" was corrected to ""University"" for proper spelling.
-  ""ticher"" was corrected to ""teacher"" for proper spelling.
-  ""as"" was corrected to ""us"" for proper grammar.
-  ""an"" was corrected to ""and"" for proper grammar.
-  ""sow"" was corrected to ""saw"" for proper spelling.
-  ""machins all"" was corrected to ""machines."" The phrase ""all of my college"" was changed to ""my classmates and I"" for clarity.
-  ""lofing"" was corrected to ""laughing."" ""dificul Imagent"" was corrected to ""difficult to imagine."" ""you Can"" was corrected to ""one could."" ""in"" was corrected to ""on."" ""Kan"" was corrected to ""kinds."" ""Computer"" was corrected to ""computers.""",explanation_2,explanation_1,4,8,"[691, 116, 109, 126]","[174, 22, 24, 26]","[73, 62, 57, 47, 48, 50, 124, 238]","[18, 14, 14, 14, 14, 14, 32, 66]",1042,246,699,186,260.5,61.5,87.375,23.25,fce,"['R:DET', 'R:ADJ', 'R:SPELL', 'R:SPELL', 'R:SPELL', 'R:SPELL', 'R:VERB', 'R:SPELL', 'M:PUNCT', 'M:PREP', 'R:NOUN', 'R:SPELL', 'R:PRON', 'R:OTHER', 'R:SPELL', 'R:OTHER', 'R:PRON', 'R:VERB:TENSE', 'R:PREP', 'R:NOUN', 'R:MORPH']"
fce_test_589,"Last but not {less=>least} important is the class called "" know-how {=>,} "" {wich=>which} shows students how to cope with {unspected=>unexpected} problems even if they are {in=>under} stress .",5,"- ""Least"" replaces ""less"" to more fluently complete the common phrase , ""last but not least.""
- A comma is inserted before ""which,"" which introduces a nonrestrictive clause: a clause providing extra information that isn't essential to the sentence's meaning.
- ""Which"" is the correct spelling of ""wich.""
- ""Unexpected"" is the correct spelling of ""unspected.""
- ""Under"" replaces ""in"" to more fluently complete the common phrase, ""under stress.""","- ""Less"" is replaced with ""least"" to correct the idiom ""last but not least.""
- A comma is inserted after ""know-how"" as it is an appositive.
- ""Wich"" is corrected to ""which.""
- ""Unspected"" is corrected to ""unexpected.""
- ""In stress"" is corrected to ""under stress"" to accurately convey the state of the students.",explanation_1,explanation_2,5,5,"[91, 162, 42, 52, 82]","[22, 30, 12, 12, 20]","[74, 60, 31, 41, 90]","[20, 16, 10, 10, 20]",429,96,296,76,85.8,19.2,59.2,15.2,fce,"['R:ADV', 'M:PUNCT', 'R:SPELL', 'R:SPELL', 'R:PREP']"
fce_test_171,If I use e-mail {=>it is} much easier and cheaper . And I can send e-mail anytime .,1,"- The inclusion of ""it is"" in the sentence improves the clarity of the sentence by completing the meaning of the sentence.",- The first edit adds the subject 'it' to make the sentence grammatically complete.,explanation_2,explanation_1,1,1,[120],[24],[81],[16],120,24,81,16,120.0,24.0,81.0,16.0,fce,['M:OTHER']
wiki_test_655,"In Nicosia , Glafkos Clerides assumed the presidency and constitutional order was restored , removing the pretext for the Turkish {intervenion=>intervention} .",1,"- The misspelled ""intervenion"" was corrected to ""intervention.""","- ""Intervention"" was misspelled as ""intervenion.""",explanation_2,explanation_1,1,1,[61],[12],[47],[10],61,12,47,10,61.0,12.0,47.0,10.0,wiki,['R:SPELL']
