id,errant_original_start,errant_original_end,errant_original_string,errant_revised_start,errant_revised_end,errant_revised_string,errant_error_type,algorithm_n_revisions,original,revised,algorithm_aligned
wiki_dev_904,46,46,,45,46,",",M:PUNCT,5,"A number of dreamlike elements of the story might suggest otherwise to the reader , such as the fact that none of the members of the monastery seem to be able to see him at first , and the abrupt ending where Bede has been delayed talking to the narrator and so the other monks burst in thinking that some harm has come to him , and suddenly the narrator finds himself back under the tree in the present ( August of 1837 ) , with his coach having just passed his spot on the road , leaving him stranded in Newcastle for another night .","A number of dream-like elements of the story might suggest otherwise to the reader , such as the fact that none of the members of the monastery seem to be able to see him at first and the abrupt ending where Bede had been delayed , talking to the narrator and so the other monks burst in thinking that some harm has come to him . Suddenly, the narrator finds himself back under the tree in the present ( August of 1837 ) , with his coach having just passed his spot on the road , leaving him stranded in Newcastle for another night .","A number of {dreamlike=>dream-like} elements of the story might suggest otherwise to the reader , such as the fact that none of the members of the monastery seem to be able to see him at first {,=>} and the abrupt ending where Bede {has=>had} been delayed {=>,} talking to the narrator and so the other monks burst in thinking that some harm has come to him {, and suddenly=>. Suddenly,} the narrator finds himself back under the tree in the present ( August of 1837 ) , with his coach having just passed his spot on the road , leaving him stranded in Newcastle for another night ."
wiki_dev_904,65,66,",",65,66,.,R:PUNCT,5,"A number of dreamlike elements of the story might suggest otherwise to the reader , such as the fact that none of the members of the monastery seem to be able to see him at first , and the abrupt ending where Bede has been delayed talking to the narrator and so the other monks burst in thinking that some harm has come to him , and suddenly the narrator finds himself back under the tree in the present ( August of 1837 ) , with his coach having just passed his spot on the road , leaving him stranded in Newcastle for another night .","A number of dream-like elements of the story might suggest otherwise to the reader , such as the fact that none of the members of the monastery seem to be able to see him at first and the abrupt ending where Bede had been delayed , talking to the narrator and so the other monks burst in thinking that some harm has come to him . Suddenly, the narrator finds himself back under the tree in the present ( August of 1837 ) , with his coach having just passed his spot on the road , leaving him stranded in Newcastle for another night .","A number of {dreamlike=>dream-like} elements of the story might suggest otherwise to the reader , such as the fact that none of the members of the monastery seem to be able to see him at first {,=>} and the abrupt ending where Bede {has=>had} been delayed {=>,} talking to the narrator and so the other monks burst in thinking that some harm has come to him {, and suddenly=>. Suddenly,} the narrator finds himself back under the tree in the present ( August of 1837 ) , with his coach having just passed his spot on the road , leaving him stranded in Newcastle for another night ."
wiki_dev_904,66,67,and,66,66,,U:CONJ,5,"A number of dreamlike elements of the story might suggest otherwise to the reader , such as the fact that none of the members of the monastery seem to be able to see him at first , and the abrupt ending where Bede has been delayed talking to the narrator and so the other monks burst in thinking that some harm has come to him , and suddenly the narrator finds himself back under the tree in the present ( August of 1837 ) , with his coach having just passed his spot on the road , leaving him stranded in Newcastle for another night .","A number of dream-like elements of the story might suggest otherwise to the reader , such as the fact that none of the members of the monastery seem to be able to see him at first and the abrupt ending where Bede had been delayed , talking to the narrator and so the other monks burst in thinking that some harm has come to him . Suddenly, the narrator finds himself back under the tree in the present ( August of 1837 ) , with his coach having just passed his spot on the road , leaving him stranded in Newcastle for another night .","A number of {dreamlike=>dream-like} elements of the story might suggest otherwise to the reader , such as the fact that none of the members of the monastery seem to be able to see him at first {,=>} and the abrupt ending where Bede {has=>had} been delayed {=>,} talking to the narrator and so the other monks burst in thinking that some harm has come to him {, and suddenly=>. Suddenly,} the narrator finds himself back under the tree in the present ( August of 1837 ) , with his coach having just passed his spot on the road , leaving him stranded in Newcastle for another night ."
wiki_dev_904,67,68,suddenly,66,67,"Suddenly,",R:OTHER,5,"A number of dreamlike elements of the story might suggest otherwise to the reader , such as the fact that none of the members of the monastery seem to be able to see him at first , and the abrupt ending where Bede has been delayed talking to the narrator and so the other monks burst in thinking that some harm has come to him , and suddenly the narrator finds himself back under the tree in the present ( August of 1837 ) , with his coach having just passed his spot on the road , leaving him stranded in Newcastle for another night .","A number of dream-like elements of the story might suggest otherwise to the reader , such as the fact that none of the members of the monastery seem to be able to see him at first and the abrupt ending where Bede had been delayed , talking to the narrator and so the other monks burst in thinking that some harm has come to him . Suddenly, the narrator finds himself back under the tree in the present ( August of 1837 ) , with his coach having just passed his spot on the road , leaving him stranded in Newcastle for another night .","A number of {dreamlike=>dream-like} elements of the story might suggest otherwise to the reader , such as the fact that none of the members of the monastery seem to be able to see him at first {,=>} and the abrupt ending where Bede {has=>had} been delayed {=>,} talking to the narrator and so the other monks burst in thinking that some harm has come to him {, and suddenly=>. Suddenly,} the narrator finds himself back under the tree in the present ( August of 1837 ) , with his coach having just passed his spot on the road , leaving him stranded in Newcastle for another night ."
wiki_test_343,28,29,municipality,28,29,Municipality,R:ORTH,1,"Actually , according to the official website of Barrackpore sub-division , there are 34 higher-secondary , 10 secondary , and 135 primary schools within the jurisdiction of Bhatpara municipality ( although not all of them are situated in the main town ) .","Actually , according to the official website of Barrackpore sub-division , there are 34 higher-secondary , 10 secondary , and 135 primary schools within the jurisdiction of Bhatpara Municipality ( although not all of them are situated in the main town ) .","Actually , according to the official website of Barrackpore sub-division , there are 34 higher-secondary , 10 secondary , and 135 primary schools within the jurisdiction of Bhatpara {municipality=>Municipality} ( although not all of them are situated in the main town ) ."
wiki_test_875,0,1,In,0,1,On,R:PREP,2,"In March 30 , 1815 , Murat issued Rimini Proclamation , which called on Italians to revolt against their Austrian occupiers .","On March 30 , 1815 , Murat issued the Rimini Proclamation , which called on Italians to revolt against their Austrian occupiers .","{In=>On} March 30 , 1815 , Murat issued {=>the} Rimini Proclamation , which called on Italians to revolt against their Austrian occupiers ."
wiki_test_875,8,8,,8,9,the,M:DET,2,"In March 30 , 1815 , Murat issued Rimini Proclamation , which called on Italians to revolt against their Austrian occupiers .","On March 30 , 1815 , Murat issued the Rimini Proclamation , which called on Italians to revolt against their Austrian occupiers .","{In=>On} March 30 , 1815 , Murat issued {=>the} Rimini Proclamation , which called on Italians to revolt against their Austrian occupiers ."
wiki_dev_121,23,24,bi-metallic,23,24,bimetallic,R:ADJ,1,"After a review of the United Kingdom coinage , it was decided that a general-circulation £2 coin was needed , and a new bi-metallic design was issued in 1998 ( dated 1997 ) .","After a review of the United Kingdom coinage , it was decided that a general-circulation £2 coin was needed , and a new bimetallic design was issued in 1998 ( dated 1997 ) .","After a review of the United Kingdom coinage , it was decided that a general-circulation £2 coin was needed , and a new {bi-metallic=>bimetallic} design was issued in 1998 ( dated 1997 ) ."
fce_test_781,0,1,Firstly,0,1,First,R:MORPH,2,"Firstly , it is a good idea that the Festival is International .","First of all , it is great that the Festival is International .","{Firstly=>First of all} , it is {a good idea=>great} that the Festival is International ."
fce_test_781,1,1,,1,3,of all,M:OTHER,2,"Firstly , it is a good idea that the Festival is International .","First of all , it is great that the Festival is International .","{Firstly=>First of all} , it is {a good idea=>great} that the Festival is International ."
fce_test_781,4,7,a good idea,6,7,great,R:OTHER,2,"Firstly , it is a good idea that the Festival is International .","First of all , it is great that the Festival is International .","{Firstly=>First of all} , it is {a good idea=>great} that the Festival is International ."
wiki_dev_326,12,13,",",12,12,,U:PUNCT,3,""" Gut Level Music "" was explicitly aimed at a secular audience , and marked changes designed to enhance their credability with that audience .",""" Gut Level Music "" was explicitly aimed at a secular audience and made changes designed to enhance their credibility with that audience .",""" Gut Level Music "" was explicitly aimed at a secular audience {,=>} and {marked=>made} changes designed to enhance their {credability=>credibility} with that audience ."
wiki_dev_326,14,15,marked,13,14,made,R:VERB,3,""" Gut Level Music "" was explicitly aimed at a secular audience , and marked changes designed to enhance their credability with that audience .",""" Gut Level Music "" was explicitly aimed at a secular audience and made changes designed to enhance their credibility with that audience .",""" Gut Level Music "" was explicitly aimed at a secular audience {,=>} and {marked=>made} changes designed to enhance their {credability=>credibility} with that audience ."
wiki_dev_326,20,21,credability,19,20,credibility,R:SPELL,3,""" Gut Level Music "" was explicitly aimed at a secular audience , and marked changes designed to enhance their credability with that audience .",""" Gut Level Music "" was explicitly aimed at a secular audience and made changes designed to enhance their credibility with that audience .",""" Gut Level Music "" was explicitly aimed at a secular audience {,=>} and {marked=>made} changes designed to enhance their {credability=>credibility} with that audience ."
wiki_dev_649,9,11,Mellotron related,9,10,Mellotron-related,R:OTHER,2,"It also retains the highest selling price for any Mellotron related keyboard , and since it 's inception , has been one of the most difficult to find , seldom seen , and least recorded instruments in the entire world .","It also retains the highest selling price for any Mellotron-related keyboard , and since its inception , has been one of the most difficult to find , seldom seen , and least recorded instruments in the entire world .","It also retains the highest selling price for any {Mellotron related=>Mellotron-related} keyboard , and since {it 's=>its} inception , has been one of the most difficult to find , seldom seen , and least recorded instruments in the entire world ."
wiki_dev_649,15,17,it 's,14,15,its,R:OTHER,2,"It also retains the highest selling price for any Mellotron related keyboard , and since it 's inception , has been one of the most difficult to find , seldom seen , and least recorded instruments in the entire world .","It also retains the highest selling price for any Mellotron-related keyboard , and since its inception , has been one of the most difficult to find , seldom seen , and least recorded instruments in the entire world .","It also retains the highest selling price for any {Mellotron related=>Mellotron-related} keyboard , and since {it 's=>its} inception , has been one of the most difficult to find , seldom seen , and least recorded instruments in the entire world ."
fce_test_3,8,9,",",8,8,,U:PUNCT,8,"I think it 's a great opportunity because , we will have a chance to se the latest fashion , leisure and sport wear , and as well the way to do the perfect make up and hairstyl .","I think it 's a great opportunity because we will have a chance to see the latest fashion , leisure and sportswear , as well as the way to do perfect makeup and hairstyles .","I think it 's a great opportunity because {,=>} we will have a chance to {se=>see} the latest fashion , leisure and {sport wear=>sportswear} , {and=>} as well {=>as} the way to do {the=>} perfect {make up=>makeup} and {hairstyl=>hairstyles} ."
fce_test_3,15,16,se,14,15,see,R:SPELL,8,"I think it 's a great opportunity because , we will have a chance to se the latest fashion , leisure and sport wear , and as well the way to do the perfect make up and hairstyl .","I think it 's a great opportunity because we will have a chance to see the latest fashion , leisure and sportswear , as well as the way to do perfect makeup and hairstyles .","I think it 's a great opportunity because {,=>} we will have a chance to {se=>see} the latest fashion , leisure and {sport wear=>sportswear} , {and=>} as well {=>as} the way to do {the=>} perfect {make up=>makeup} and {hairstyl=>hairstyles} ."
fce_test_3,22,24,sport wear,21,22,sportswear,R:OTHER,8,"I think it 's a great opportunity because , we will have a chance to se the latest fashion , leisure and sport wear , and as well the way to do the perfect make up and hairstyl .","I think it 's a great opportunity because we will have a chance to see the latest fashion , leisure and sportswear , as well as the way to do perfect makeup and hairstyles .","I think it 's a great opportunity because {,=>} we will have a chance to {se=>see} the latest fashion , leisure and {sport wear=>sportswear} , {and=>} as well {=>as} the way to do {the=>} perfect {make up=>makeup} and {hairstyl=>hairstyles} ."
fce_test_3,25,26,and,23,23,,U:CONJ,8,"I think it 's a great opportunity because , we will have a chance to se the latest fashion , leisure and sport wear , and as well the way to do the perfect make up and hairstyl .","I think it 's a great opportunity because we will have a chance to see the latest fashion , leisure and sportswear , as well as the way to do perfect makeup and hairstyles .","I think it 's a great opportunity because {,=>} we will have a chance to {se=>see} the latest fashion , leisure and {sport wear=>sportswear} , {and=>} as well {=>as} the way to do {the=>} perfect {make up=>makeup} and {hairstyl=>hairstyles} ."
fce_test_3,28,28,,25,26,as,M:PREP,8,"I think it 's a great opportunity because , we will have a chance to se the latest fashion , leisure and sport wear , and as well the way to do the perfect make up and hairstyl .","I think it 's a great opportunity because we will have a chance to see the latest fashion , leisure and sportswear , as well as the way to do perfect makeup and hairstyles .","I think it 's a great opportunity because {,=>} we will have a chance to {se=>see} the latest fashion , leisure and {sport wear=>sportswear} , {and=>} as well {=>as} the way to do {the=>} perfect {make up=>makeup} and {hairstyl=>hairstyles} ."
fce_test_3,32,33,the,30,30,,U:DET,8,"I think it 's a great opportunity because , we will have a chance to se the latest fashion , leisure and sport wear , and as well the way to do the perfect make up and hairstyl .","I think it 's a great opportunity because we will have a chance to see the latest fashion , leisure and sportswear , as well as the way to do perfect makeup and hairstyles .","I think it 's a great opportunity because {,=>} we will have a chance to {se=>see} the latest fashion , leisure and {sport wear=>sportswear} , {and=>} as well {=>as} the way to do {the=>} perfect {make up=>makeup} and {hairstyl=>hairstyles} ."
fce_test_3,34,36,make up,31,32,makeup,R:ORTH,8,"I think it 's a great opportunity because , we will have a chance to se the latest fashion , leisure and sport wear , and as well the way to do the perfect make up and hairstyl .","I think it 's a great opportunity because we will have a chance to see the latest fashion , leisure and sportswear , as well as the way to do perfect makeup and hairstyles .","I think it 's a great opportunity because {,=>} we will have a chance to {se=>see} the latest fashion , leisure and {sport wear=>sportswear} , {and=>} as well {=>as} the way to do {the=>} perfect {make up=>makeup} and {hairstyl=>hairstyles} ."
fce_test_3,37,38,hairstyl,33,34,hairstyles,R:SPELL,8,"I think it 's a great opportunity because , we will have a chance to se the latest fashion , leisure and sport wear , and as well the way to do the perfect make up and hairstyl .","I think it 's a great opportunity because we will have a chance to see the latest fashion , leisure and sportswear , as well as the way to do perfect makeup and hairstyles .","I think it 's a great opportunity because {,=>} we will have a chance to {se=>see} the latest fashion , leisure and {sport wear=>sportswear} , {and=>} as well {=>as} the way to do {the=>} perfect {make up=>makeup} and {hairstyl=>hairstyles} ."
wiki_test_574,16,17,been,16,16,,U:VERB:TENSE,4,"As with other van Eyck depictions of churches , the space in the painting has not been been identified with any known buliding , and instead seems to be a formation of what he saw as perfect , idealised architectural .","As with other van Eyck depictions of churches , the space in the painting has not been identified with any known building , but instead seems to be a formation of what he saw as perfect , idealised architecture .","As with other van Eyck depictions of churches , the space in the painting has not been {been=>} identified with any known {buliding=>building} , {and=>but} instead seems to be a formation of what he saw as perfect , idealised {architectural=>architecture} ."
wiki_test_574,22,23,buliding,21,22,building,R:SPELL,4,"As with other van Eyck depictions of churches , the space in the painting has not been been identified with any known buliding , and instead seems to be a formation of what he saw as perfect , idealised architectural .","As with other van Eyck depictions of churches , the space in the painting has not been identified with any known building , but instead seems to be a formation of what he saw as perfect , idealised architecture .","As with other van Eyck depictions of churches , the space in the painting has not been {been=>} identified with any known {buliding=>building} , {and=>but} instead seems to be a formation of what he saw as perfect , idealised {architectural=>architecture} ."
wiki_test_574,24,25,and,23,24,but,R:CONJ,4,"As with other van Eyck depictions of churches , the space in the painting has not been been identified with any known buliding , and instead seems to be a formation of what he saw as perfect , idealised architectural .","As with other van Eyck depictions of churches , the space in the painting has not been identified with any known building , but instead seems to be a formation of what he saw as perfect , idealised architecture .","As with other van Eyck depictions of churches , the space in the painting has not been {been=>} identified with any known {buliding=>building} , {and=>but} instead seems to be a formation of what he saw as perfect , idealised {architectural=>architecture} ."
wiki_test_574,39,40,architectural,38,39,architecture,R:MORPH,4,"As with other van Eyck depictions of churches , the space in the painting has not been been identified with any known buliding , and instead seems to be a formation of what he saw as perfect , idealised architectural .","As with other van Eyck depictions of churches , the space in the painting has not been identified with any known building , but instead seems to be a formation of what he saw as perfect , idealised architecture .","As with other van Eyck depictions of churches , the space in the painting has not been {been=>} identified with any known {buliding=>building} , {and=>but} instead seems to be a formation of what he saw as perfect , idealised {architectural=>architecture} ."
wiki_test_573,2,3,belonging,2,3,belongs,R:VERB:FORM,1,Rama Rao belonging to TDP party .,Rama Rao belongs to TDP party .,Rama Rao {belonging=>belongs} to TDP party .
fce_dev_514,8,8,,8,9,",",M:PUNCT,3,I 'm very surprised about the good news and I 'm sure I 'll really have a good time in California .,"I 'm very surprised about the good news , and I 'm sure I 'll have a really good time in California .","I 'm very surprised about the good news {=>,} and I 'm sure I 'll {really=>} have a {=>really} good time in California ."
fce_dev_514,14,17,really have a,15,18,have a really,R:WO,3,I 'm very surprised about the good news and I 'm sure I 'll really have a good time in California .,"I 'm very surprised about the good news , and I 'm sure I 'll have a really good time in California .","I 'm very surprised about the good news {=>,} and I 'm sure I 'll {really=>} have a {=>really} good time in California ."
fce_test_159,4,5,that,4,5,those,R:DET,4,"I mean , all that flashing lights , the changing colours of them , I believe they helped much .","I mean , all those flashing lights with changing colors , I believe they helped a lot .","I mean , all {that=>those} flashing lights {, the=>with} changing {colours of them=>colors} , I believe they helped {much=>a lot} ."
fce_test_159,7,8,",",7,7,,U:PUNCT,4,"I mean , all that flashing lights , the changing colours of them , I believe they helped much .","I mean , all those flashing lights with changing colors , I believe they helped a lot .","I mean , all {that=>those} flashing lights {, the=>with} changing {colours of them=>colors} , I believe they helped {much=>a lot} ."
fce_test_159,8,9,the,7,8,with,R:OTHER,4,"I mean , all that flashing lights , the changing colours of them , I believe they helped much .","I mean , all those flashing lights with changing colors , I believe they helped a lot .","I mean , all {that=>those} flashing lights {, the=>with} changing {colours of them=>colors} , I believe they helped {much=>a lot} ."
fce_test_159,10,11,colours,9,10,colors,R:NOUN,4,"I mean , all that flashing lights , the changing colours of them , I believe they helped much .","I mean , all those flashing lights with changing colors , I believe they helped a lot .","I mean , all {that=>those} flashing lights {, the=>with} changing {colours of them=>colors} , I believe they helped {much=>a lot} ."
fce_test_159,11,13,of them,10,10,,U:OTHER,4,"I mean , all that flashing lights , the changing colours of them , I believe they helped much .","I mean , all those flashing lights with changing colors , I believe they helped a lot .","I mean , all {that=>those} flashing lights {, the=>with} changing {colours of them=>colors} , I believe they helped {much=>a lot} ."
fce_test_159,18,19,much,15,17,a lot,R:OTHER,4,"I mean , all that flashing lights , the changing colours of them , I believe they helped much .","I mean , all those flashing lights with changing colors , I believe they helped a lot .","I mean , all {that=>those} flashing lights {, the=>with} changing {colours of them=>colors} , I believe they helped {much=>a lot} ."
wiki_dev_283,0,1,the,0,1,The,R:ORTH,1,"the first 2 levels are Kintetsu Department Store , the 3rd level is for the Osaka Line , and the 4th level is for the Nara Line .","The first 2 levels are Kintetsu Department Store , the 3rd level is for the Osaka Line , and the 4th level is for the Nara Line .","{the=>The} first 2 levels are Kintetsu Department Store , the 3rd level is for the Osaka Line , and the 4th level is for the Nara Line ."
fce_test_287,7,8,",",7,7,,U:PUNCT,3,"I 'm writing this letter to you , because during my stay in London , I went to the theatre to see a musical show , and I had a very disappointing evening .","I 'm writing this letter to you because during my stay in London , I went to the theater to see a musical , and I had a very disappointing evening .","I 'm writing this letter to you {,=>} because during my stay in London , I went to the {theatre=>theater} to see a musical {show=>} , and I had a very disappointing evening ."
fce_test_287,19,20,theatre,18,19,theater,R:MORPH,3,"I 'm writing this letter to you , because during my stay in London , I went to the theatre to see a musical show , and I had a very disappointing evening .","I 'm writing this letter to you because during my stay in London , I went to the theater to see a musical , and I had a very disappointing evening .","I 'm writing this letter to you {,=>} because during my stay in London , I went to the {theatre=>theater} to see a musical {show=>} , and I had a very disappointing evening ."
fce_test_287,24,25,show,23,23,,U:NOUN,3,"I 'm writing this letter to you , because during my stay in London , I went to the theatre to see a musical show , and I had a very disappointing evening .","I 'm writing this letter to you because during my stay in London , I went to the theater to see a musical , and I had a very disappointing evening .","I 'm writing this letter to you {,=>} because during my stay in London , I went to the {theatre=>theater} to see a musical {show=>} , and I had a very disappointing evening ."
fce_test_716,0,1,As,0,1,In,R:OTHER,1,"As well as this , the stories are going to be read in English .","In addition to this , the stories are going to be read in English .","{As well as=>In addition to} this , the stories are going to be read in English ."
fce_test_716,1,2,well,1,2,addition,R:OTHER,1,"As well as this , the stories are going to be read in English .","In addition to this , the stories are going to be read in English .","{As well as=>In addition to} this , the stories are going to be read in English ."
fce_test_716,2,3,as,2,3,to,R:PREP,1,"As well as this , the stories are going to be read in English .","In addition to this , the stories are going to be read in English .","{As well as=>In addition to} this , the stories are going to be read in English ."
wiki_test_718,37,38,",",37,37,,U:PUNCT,1,"Ralph Nader ( born February 27 , 1934 ) is a American attorney , author , lecturer , political activist , and candidate for President of the United States as an independent candidate in 2004 and 2008 , and a Green Party candidate in 1996 and 2000 .","Ralph Nader ( born February 27 , 1934 ) is a American attorney , author , lecturer , political activist , and candidate for President of the United States as an independent candidate in 2004 and 2008 and a Green Party candidate in 1996 and 2000 .","Ralph Nader ( born February 27 , 1934 ) is a American attorney , author , lecturer , political activist , and candidate for President of the United States as an independent candidate in 2004 and 2008 {,=>} and a Green Party candidate in 1996 and 2000 ."
fce_dev_54,4,5,enjouable,4,5,enjoyable,R:SPELL,2,Shopping is not always enjouable because of several factorors .,Shopping is not always enjoyable because of several factors .,Shopping is not always {enjouable=>enjoyable} because of several {factorors=>factors} .
fce_dev_54,8,9,factorors,8,9,factors,R:SPELL,2,Shopping is not always enjouable because of several factorors .,Shopping is not always enjoyable because of several factors .,Shopping is not always {enjouable=>enjoyable} because of several {factorors=>factors} .
fce_test_590,5,6,an,5,5,,U:DET,1,I am writing to give an information on a very interesting building to visit .,I am writing to give information on a very interesting building to visit .,I am writing to give {an=>} information on a very interesting building to visit .
fce_dev_57,5,6,teachnology,5,6,technology,R:SPELL,2,"In the present , the teachnology is a past of life .","In the present , the technology is a part of life .","In the present , the {teachnology=>technology} is a {past=>part} of life ."
fce_dev_57,8,9,past,8,9,part,R:NOUN,2,"In the present , the teachnology is a past of life .","In the present , the technology is a part of life .","In the present , the {teachnology=>technology} is a {past=>part} of life ."
fce_test_646,0,1,It,0,3,"Also , it",M:OTHER,3,It is also expensive and I ca n't afford to stay there too long .,"Also , it is expensive , and I ca n't afford to stay there too long .","{It=>Also , it} is {also=>} expensive {=>,} and I ca n't afford to stay there too long ."
fce_test_646,2,3,also,4,4,,U:ADV,3,It is also expensive and I ca n't afford to stay there too long .,"Also , it is expensive , and I ca n't afford to stay there too long .","{It=>Also , it} is {also=>} expensive {=>,} and I ca n't afford to stay there too long ."
fce_test_646,4,4,,5,6,",",M:PUNCT,3,It is also expensive and I ca n't afford to stay there too long .,"Also , it is expensive , and I ca n't afford to stay there too long .","{It=>Also , it} is {also=>} expensive {=>,} and I ca n't afford to stay there too long ."
fce_dev_267,8,9,centre,8,9,center,R:MORPH,1,Bromley town center is the most beautiful shopping centre in South East London .,Bromley town center is the most beautiful shopping center in South East London .,Bromley town center is the most beautiful shopping {centre=>center} in South East London .
fce_test_725,2,3,already,2,3,early,R:ADV,8,"It starts already in the morning that we wake up by the sound of an alarm clock , than in the bathroom we have running hot water and also the hole house is warm due to central heating .","It starts early in the morning , as we wake up to the sound of an alarm clock . In the bathroom , we have hot water running and also the whole house is warm due to central heating .","It starts {already=>early} in the morning {that=>, as} we wake up {by=>to} the sound of an alarm clock {, than in=>. In} the bathroom {=>,} we have {running=>} hot water {=>running} and also the {hole=>whole} house is warm due to central heating ."
fce_test_725,6,6,,6,7,",",M:PUNCT,8,"It starts already in the morning that we wake up by the sound of an alarm clock , than in the bathroom we have running hot water and also the hole house is warm due to central heating .","It starts early in the morning , as we wake up to the sound of an alarm clock . In the bathroom , we have hot water running and also the whole house is warm due to central heating .","It starts {already=>early} in the morning {that=>, as} we wake up {by=>to} the sound of an alarm clock {, than in=>. In} the bathroom {=>,} we have {running=>} hot water {=>running} and also the {hole=>whole} house is warm due to central heating ."
fce_test_725,6,7,that,7,8,as,R:OTHER,8,"It starts already in the morning that we wake up by the sound of an alarm clock , than in the bathroom we have running hot water and also the hole house is warm due to central heating .","It starts early in the morning , as we wake up to the sound of an alarm clock . In the bathroom , we have hot water running and also the whole house is warm due to central heating .","It starts {already=>early} in the morning {that=>, as} we wake up {by=>to} the sound of an alarm clock {, than in=>. In} the bathroom {=>,} we have {running=>} hot water {=>running} and also the {hole=>whole} house is warm due to central heating ."
fce_test_725,10,11,by,11,12,to,R:PREP,8,"It starts already in the morning that we wake up by the sound of an alarm clock , than in the bathroom we have running hot water and also the hole house is warm due to central heating .","It starts early in the morning , as we wake up to the sound of an alarm clock . In the bathroom , we have hot water running and also the whole house is warm due to central heating .","It starts {already=>early} in the morning {that=>, as} we wake up {by=>to} the sound of an alarm clock {, than in=>. In} the bathroom {=>,} we have {running=>} hot water {=>running} and also the {hole=>whole} house is warm due to central heating ."
fce_test_725,17,18,",",18,19,.,R:PUNCT,8,"It starts already in the morning that we wake up by the sound of an alarm clock , than in the bathroom we have running hot water and also the hole house is warm due to central heating .","It starts early in the morning , as we wake up to the sound of an alarm clock . In the bathroom , we have hot water running and also the whole house is warm due to central heating .","It starts {already=>early} in the morning {that=>, as} we wake up {by=>to} the sound of an alarm clock {, than in=>. In} the bathroom {=>,} we have {running=>} hot water {=>running} and also the {hole=>whole} house is warm due to central heating ."
fce_test_725,18,20,than in,19,20,In,U:PREP,8,"It starts already in the morning that we wake up by the sound of an alarm clock , than in the bathroom we have running hot water and also the hole house is warm due to central heating .","It starts early in the morning , as we wake up to the sound of an alarm clock . In the bathroom , we have hot water running and also the whole house is warm due to central heating .","It starts {already=>early} in the morning {that=>, as} we wake up {by=>to} the sound of an alarm clock {, than in=>. In} the bathroom {=>,} we have {running=>} hot water {=>running} and also the {hole=>whole} house is warm due to central heating ."
fce_test_725,22,22,,22,23,",",M:PUNCT,8,"It starts already in the morning that we wake up by the sound of an alarm clock , than in the bathroom we have running hot water and also the hole house is warm due to central heating .","It starts early in the morning , as we wake up to the sound of an alarm clock . In the bathroom , we have hot water running and also the whole house is warm due to central heating .","It starts {already=>early} in the morning {that=>, as} we wake up {by=>to} the sound of an alarm clock {, than in=>. In} the bathroom {=>,} we have {running=>} hot water {=>running} and also the {hole=>whole} house is warm due to central heating ."
fce_test_725,24,27,running hot water,25,28,hot water running,R:WO,8,"It starts already in the morning that we wake up by the sound of an alarm clock , than in the bathroom we have running hot water and also the hole house is warm due to central heating .","It starts early in the morning , as we wake up to the sound of an alarm clock . In the bathroom , we have hot water running and also the whole house is warm due to central heating .","It starts {already=>early} in the morning {that=>, as} we wake up {by=>to} the sound of an alarm clock {, than in=>. In} the bathroom {=>,} we have {running=>} hot water {=>running} and also the {hole=>whole} house is warm due to central heating ."
fce_test_725,30,31,hole,31,32,whole,R:SPELL,8,"It starts already in the morning that we wake up by the sound of an alarm clock , than in the bathroom we have running hot water and also the hole house is warm due to central heating .","It starts early in the morning , as we wake up to the sound of an alarm clock . In the bathroom , we have hot water running and also the whole house is warm due to central heating .","It starts {already=>early} in the morning {that=>, as} we wake up {by=>to} the sound of an alarm clock {, than in=>. In} the bathroom {=>,} we have {running=>} hot water {=>running} and also the {hole=>whole} house is warm due to central heating ."
fce_test_470,7,8,",",7,8,.,R:PUNCT,2,"Thank you very much for your letter , I was glad to get it and know a lot of news about you .",Thank you very much for your letter . I was glad to get it and find out a lot of news about you .,"Thank you very much for your letter {,=>.} I was glad to get it and {know=>find out} a lot of news about you ."
fce_test_470,15,16,know,15,17,find out,R:VERB,2,"Thank you very much for your letter , I was glad to get it and know a lot of news about you .",Thank you very much for your letter . I was glad to get it and find out a lot of news about you .,"Thank you very much for your letter {,=>.} I was glad to get it and {know=>find out} a lot of news about you ."
fce_test_571,6,7,take,6,7,taking,R:VERB:FORM,2,I am really looking forward to take part at Camp California .,I am really looking forward to taking part in Camp California .,I am really looking forward to {take=>taking} part {at=>in} Camp California .
fce_test_571,8,9,at,8,9,in,R:PREP,2,I am really looking forward to take part at Camp California .,I am really looking forward to taking part in Camp California .,I am really looking forward to {take=>taking} part {at=>in} Camp California .
fce_dev_758,6,9,Kyong Bok Palace,6,7,Gyeongbokgung,R:NOUN,1,"This report provides the information about Kyong Bok Palace , which is highly recommended to visit for visitors from foreign countries .","This report provides the information about Gyeongbokgung , which is highly recommended to visit for visitors from foreign countries .","This report provides the information about {Kyong Bok Palace=>Gyeongbokgung} , which is highly recommended to visit for visitors from foreign countries ."
fce_test_50,0,1,Finaly,0,1,Finally,R:SPELL,3,"Finaly , I must choose traveling there in July because I am not allowed to take holidays in other months due to my work .","Finally , I must choose to travel in July because I am not allowed to take vacations in other months due to my work .","{Finaly=>Finally} , I must choose {traveling there=>to travel} in July because I am not allowed to take {holidays=>vacations} in other months due to my work ."
